"","StateFull","Year","Description","Value"
"537","Georgia","1998","Nonfarm proprietors employment",627384
"538","Georgia","1998","Average earnings per job (dollars)",35337
"539","Georgia","1998","Average wages and salaries",30837
"540","Georgia","1998","Average nonfarm proprietors' income",25951
"541","Hawaii","1998","Place of residence profile",NA
"542","Hawaii","1998","Personal income (millions of dollars)",32703.4
"543","Hawaii","1998","Derivation of personal income",NA
"544","Hawaii","1998","Net earnings by place of residence",21447.7
"545","Hawaii","1998","Personal current transfer receipts",3766.3
"546","Hawaii","1998","Income maintenance benefits 1/",593.7
"547","Hawaii","1998","Unemployment insurance compensation",150.5
"548","Hawaii","1998","Retirement and other",3022
"549","Hawaii","1998","Dividends, interest, and rent",7489.4
"550","Hawaii","1998","Personal dividend income",1148.7
"551","Hawaii","1998","Personal interest income",5261.8
"552","Hawaii","1998","Imputed interest receipts 2/",3611.6
"553","Hawaii","1998","Monetary interest receipts",1650.2
"554","Hawaii","1998","Rental income of persons",1078.9
"555","Hawaii","1998","Imputed rent",596.3
"556","Hawaii","1998","Monetary rent",482.6
"557","Hawaii","1998","Population (persons) 3/",1215233
"558","Hawaii","1998","Per capita incomes (dollars)",NA
"559","Hawaii","1998","Per capita personal income 4/",26911
"560","Hawaii","1998","Per capita net earnings 4/",17649
"561","Hawaii","1998","Per capita personal current transfer receipts 4/",3099
"562","Hawaii","1998","Per capita income maintenance benefits 4/",489
"563","Hawaii","1998","Per capita unemployment insurance compensation 4/",124
"564","Hawaii","1998","Per capita retirement and other 4/",2487
"565","Hawaii","1998","Per capita dividends, interest, and rent 4/",6163
"566","Hawaii","1998","Per capita dividends 4/",945
"567","Hawaii","1998","Per capita interest 4/",4330
"568","Hawaii","1998","Per capita rent 4/",888
"569","Hawaii","1998","Place of work profile (millions of dollars)",NA
"570","Hawaii","1998","Earnings by place of work",24118.7
"571","Hawaii","1998","Wages and salaries",17621
"572","Hawaii","1998","Supplements to wages and salaries",4098.6
"573","Hawaii","1998","Employer contributions for employee pension and insurance funds 5/",2771.2
"574","Hawaii","1998","Employer contributions for government social insurance",1327.4
"575","Hawaii","1998","Proprietors' income",2399.1
"576","Hawaii","1998","Farm proprietors' income",38.3
"577","Hawaii","1998","Nonfarm proprietors' income",2360.8
"578","Hawaii","1998","Total employment (number of jobs)",738175
"579","Hawaii","1998","Wage and salary employment",606429
"580","Hawaii","1998","Proprietors employment",131746
"581","Hawaii","1998","Farm proprietors employment 6/",5297
"582","Hawaii","1998","Nonfarm proprietors employment",126449
"583","Hawaii","1998","Average earnings per job (dollars)",32673
"584","Hawaii","1998","Average wages and salaries",29057
"585","Hawaii","1998","Average nonfarm proprietors' income",18670
"586","Idaho","1998","Place of residence profile",NA
"587","Idaho","1998","Personal income (millions of dollars)",28286
"588","Idaho","1998","Derivation of personal income",NA
"589","Idaho","1998","Net earnings by place of residence",18632
"590","Idaho","1998","Personal current transfer receipts",3598.5
"591","Idaho","1998","Income maintenance benefits 1/",281.1
"592","Idaho","1998","Unemployment insurance compensation",118.9
"593","Idaho","1998","Retirement and other",3198.4
"594","Idaho","1998","Dividends, interest, and rent",6055.5
"595","Idaho","1998","Personal dividend income",1513.1
"596","Idaho","1998","Personal interest income",3839.7
"597","Idaho","1998","Imputed interest receipts 2/",2192.4
"598","Idaho","1998","Monetary interest receipts",1647.2
"599","Idaho","1998","Rental income of persons",702.8
"600","Idaho","1998","Imputed rent",407.5
"601","Idaho","1998","Monetary rent",295.3
"602","Idaho","1998","Population (persons) 3/",1252330
"603","Idaho","1998","Per capita incomes (dollars)",NA
"604","Idaho","1998","Per capita personal income 4/",22587
"605","Idaho","1998","Per capita net earnings 4/",14878
"606","Idaho","1998","Per capita personal current transfer receipts 4/",2873
"607","Idaho","1998","Per capita income maintenance benefits 4/",224
"608","Idaho","1998","Per capita unemployment insurance compensation 4/",95
"609","Idaho","1998","Per capita retirement and other 4/",2554
"610","Idaho","1998","Per capita dividends, interest, and rent 4/",4835
"611","Idaho","1998","Per capita dividends 4/",1208
"612","Idaho","1998","Per capita interest 4/",3066
"613","Idaho","1998","Per capita rent 4/",561
"614","Idaho","1998","Place of work profile (millions of dollars)",NA
"615","Idaho","1998","Earnings by place of work",20669.4
"616","Idaho","1998","Wages and salaries",14010.2
"617","Idaho","1998","Supplements to wages and salaries",3290
"618","Idaho","1998","Employer contributions for employee pension and insurance funds 5/",1988.5
"619","Idaho","1998","Employer contributions for government social insurance",1301.5
"620","Idaho","1998","Proprietors' income",3369.1
"621","Idaho","1998","Farm proprietors' income",605.1
"622","Idaho","1998","Nonfarm proprietors' income",2764
"623","Idaho","1998","Total employment (number of jobs)",732684
"624","Idaho","1998","Wage and salary employment",564673
"625","Idaho","1998","Proprietors employment",168011
"626","Idaho","1998","Farm proprietors employment 6/",24536
"627","Idaho","1998","Nonfarm proprietors employment",143475
"628","Idaho","1998","Average earnings per job (dollars)",28211
"629","Idaho","1998","Average wages and salaries",24811
"630","Idaho","1998","Average nonfarm proprietors' income",19265
"631","Illinois","1998","Place of residence profile",NA
"632","Illinois","1998","Personal income (millions of dollars)",368119.4
"633","Illinois","1998","Derivation of personal income",NA
"634","Illinois","1998","Net earnings by place of residence",250199.4
"635","Illinois","1998","Personal current transfer receipts",41558.6
"636","Illinois","1998","Income maintenance benefits 1/",4762.7
"637","Illinois","1998","Unemployment insurance compensation",1099.2
"638","Illinois","1998","Retirement and other",35696.6
"639","Illinois","1998","Dividends, interest, and rent",76361.4
"640","Illinois","1998","Personal dividend income",19686
"641","Illinois","1998","Personal interest income",49114.7
"642","Illinois","1998","Imputed interest receipts 2/",26603.3
"643","Illinois","1998","Monetary interest receipts",22511.4
"644","Illinois","1998","Rental income of persons",7560.8
"645","Illinois","1998","Imputed rent",4472.7
"646","Illinois","1998","Monetary rent",3088.1
"647","Illinois","1998","Population (persons) 3/",12271847
"648","Illinois","1998","Per capita incomes (dollars)",NA
"649","Illinois","1998","Per capita personal income 4/",29997
"650","Illinois","1998","Per capita net earnings 4/",20388
"651","Illinois","1998","Per capita personal current transfer receipts 4/",3386
"652","Illinois","1998","Per capita income maintenance benefits 4/",388
"653","Illinois","1998","Per capita unemployment insurance compensation 4/",90
"654","Illinois","1998","Per capita retirement and other 4/",2909
"655","Illinois","1998","Per capita dividends, interest, and rent 4/",6222
"656","Illinois","1998","Per capita dividends 4/",1604
"657","Illinois","1998","Per capita interest 4/",4002
"658","Illinois","1998","Per capita rent 4/",616
"659","Illinois","1998","Place of work profile (millions of dollars)",NA
"660","Illinois","1998","Earnings by place of work",280617
"661","Illinois","1998","Wages and salaries",210272.4
"662","Illinois","1998","Supplements to wages and salaries",43344.4
"663","Illinois","1998","Employer contributions for employee pension and insurance funds 5/",28911.7
"664","Illinois","1998","Employer contributions for government social insurance",14432.7
"665","Illinois","1998","Proprietors' income",27000.2
"666","Illinois","1998","Farm proprietors' income",1146.6
"667","Illinois","1998","Nonfarm proprietors' income",25853.6
"668","Illinois","1998","Total employment (number of jobs)",7139373
"669","Illinois","1998","Wage and salary employment",6082793
"670","Illinois","1998","Proprietors employment",1056580
"671","Illinois","1998","Farm proprietors employment 6/",81469
"672","Illinois","1998","Nonfarm proprietors employment",975111
"673","Illinois","1998","Average earnings per job (dollars)",39306
"674","Illinois","1998","Average wages and salaries",34568
"675","Illinois","1998","Average nonfarm proprietors' income",26513
"676","Indiana","1998","Place of residence profile",NA
"677","Indiana","1998","Personal income (millions of dollars)",154513.7
"678","Indiana","1998","Derivation of personal income",NA
"679","Indiana","1998","Net earnings by place of residence",105793.2
"680","Indiana","1998","Personal current transfer receipts",19304.8
"681","Indiana","1998","Income maintenance benefits 1/",1476.8
"682","Indiana","1998","Unemployment insurance compensation",264.8
"683","Indiana","1998","Retirement and other",17563.2
"684","Indiana","1998","Dividends, interest, and rent",29415.8
"685","Indiana","1998","Personal dividend income",8317.9
"686","Indiana","1998","Personal interest income",18302.8
"687","Indiana","1998","Imputed interest receipts 2/",10280.9
"688","Indiana","1998","Monetary interest receipts",8021.9
"689","Indiana","1998","Rental income of persons",2795.1
"690","Indiana","1998","Imputed rent",1787.2
"691","Indiana","1998","Monetary rent",1007.9
"692","Indiana","1998","Population (persons) 3/",5998880
"693","Indiana","1998","Per capita incomes (dollars)",NA
"694","Indiana","1998","Per capita personal income 4/",25757
"695","Indiana","1998","Per capita net earnings 4/",17635
"696","Indiana","1998","Per capita personal current transfer receipts 4/",3218
"697","Indiana","1998","Per capita income maintenance benefits 4/",246
"698","Indiana","1998","Per capita unemployment insurance compensation 4/",44
"699","Indiana","1998","Per capita retirement and other 4/",2928
"700","Indiana","1998","Per capita dividends, interest, and rent 4/",4904
"701","Indiana","1998","Per capita dividends 4/",1387
"702","Indiana","1998","Per capita interest 4/",3051
"703","Indiana","1998","Per capita rent 4/",466
"704","Indiana","1998","Place of work profile (millions of dollars)",NA
"705","Indiana","1998","Earnings by place of work",116395.1
"706","Indiana","1998","Wages and salaries",87044.1
